CAR_CHC_ID,POSITION_TITLE_E,SELECTION_PROCESS_NUMBER,POSITIONS_AVAILABLE,DEPT_CD,CLASSIFICATIONS,VARIOUS_WORK_LOCATION,TOTAL_SUBMITTED,POSTER_URL,cd,tot_in
1133079,Human Resources Advisor,18-AGR-NCR-IA-CM-87,4,AGR,PE03,1,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133079,2466,3
1133079,Human Resources Advisor,18-AGR-NCR-IA-CM-87,4,AGR,PE03,1,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133079,3506,8
1133079,Human Resources Advisor,18-AGR-NCR-IA-CM-87,4,AGR,PE03,1,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133079,4611,1
1133082,Research Scientist ¿ Barley Genomics,18-AGR-MBSK-EA-ST-24,1,AGR,SERES01,0,50,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133082,4607,2
1133082,Research Scientist ¿ Barley Genomics,18-AGR-MBSK-EA-ST-24,1,AGR,SERES02,0,50,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133082,4607,2
1133082,Research Scientist ¿ Barley Genomics,18-AGR-MBSK-EA-ST-24,1,AGR,SERES03,0,50,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133082,4607,2
1133082,Research Scientist ¿ Barley Genomics,18-AGR-MBSK-EA-ST-24,1,AGR,SERES04,0,50,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133082,4607,2
1133082,Research Scientist ¿ Barley Genomics,18-AGR-MBSK-EA-ST-24,1,AGR,SERES05,0,50,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133082,4607,1
1133105,"Manager, Life Insurance & Manager, Mortgage Insurance (RE-06)",17/18-SIF-EA-4941,3,SIF,RE06,0,123,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133105,3520,48
1133107,Research Analyst,2018-IA-ATL-FB-02-183,1,BSF,FB02,0,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133107,1209,6
1133177,"Manager, Information Management and Information Technology **AMENDMENT**",18-IAN-IA-AO-MB-CS-313339,1,IAN,AS05,0,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133177,4611,8
1133205,Senior Policy Analyst,18-NHW-HPFB-EA-NCR-226049,3,SHC,EC06,0,102,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133205,3506,47
1133252,Policy Advisor,18-PCO-IA-16208,1,PCO,EC06,0,79,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133252,3506,61
1133278,"Senior Human Resources Advisor, Classification",2018-IMC-IA-27162,1,IMC,PE04,0,1,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133278,3506,0
1133284,Crew Superintendent Transportation Security Operations (TI-07),18-MOT-IA-HRS-90153,2,MOT,TI07,1,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133284,3520,3
1133284,Crew Superintendent Transportation Security Operations (TI-07),18-MOT-IA-HRS-90153,2,MOT,TI07,1,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133284,3521,0
1133311,Ombudsman and Director for Ethics and Conflict Resolution,2018-TBD-IA-AA-106252,1,TBD,EX01,0,46,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133311,3506,31
1133336,Senior Policy Analyst,18-AHS-HSI-IA-MB-225724,1,AHS,EC06,0,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133336,4611,9
1133381,Financial Advisor,2018-IMC-IA-27055,1,IMC,FI02,0,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133381,1217,7
1133382,Administrative Officer,18-NHW-HPFB-IA-NCR-226980,5,SHC,AS02,0,106,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133382,3506,73
1133425,Program Liaison Officer - Anticipatory,18-DOE-PNR-EA-312983,0,DOE,PM04,0,92,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133425,4811,56
1133429,Defect Investigator Automotive,18-MOT-EA-HRS-90157,0,MOT,TI03,1,155,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133429,2481,35
1133429,Defect Investigator Automotive,18-MOT-EA-HRS-90157,0,MOT,TI03,1,155,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133429,3506,67
1133447,Programmer Analyst,17-18-SIF-EA-4936,1,SIF,CS02,0,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133447,3506,7
1133447,Programmer Analyst,17-18-SIF-EA-4936,1,SIF,RE04,0,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133447,3506,6
1133448,Web Project Advisor *ANTICIPATORY*,18-DUS-NCR-IA-312573,1,DUS,IS04,0,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133448,2481,5
1133477,Security Maintenance Officer,2018-PEN-DM-QUE-136104,1,PEN,CX02,0,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133477,2449,5
1133479,Various AS-03 positions,2018-SVC-IA-HQ-311473,2,SVC,AS03,1,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133479,2481,1
1133479,Various AS-03 positions,2018-SVC-IA-HQ-311473,2,SVC,AS03,1,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133479,3506,6
1133488,Junior Analyst / Researcher,2018-JUS-IA-112283,1,JUS,EC04,0,67,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133488,3506,43
1133489,"Psychologist, Test Defence",18-PSC-IA-312601,1,PSC,PS03,0,0,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133489,2481,0
1133513,Program Coordination Officer,18-WCO-IA-EDM-707,1,WCO,AS02,0,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133513,4811,10
1133585,Laboratory Technician (Amendment to closing date),18-CGC-HQ-EA-GRL-2419,1,CGC,EG04,0,85,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133585,4611,36
1133622,TELECOMMUNICATIONS OPERATOR,18-RCM-IA-P-M-WHI-CROPS-OCC-73383,0,RCM,POTCO02,0,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133622,6001,0
1133634,Research assistant in entomology,18-AGR-RAP-11,1,AGR,,0,9,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133634,2456,2
1133646,"Director General, Assessment & Regulatory Affairs",18-DOE-EXSVCS-IA-312232,1,DOE,EX03,0,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133646,2481,2
1133689,"Director, Various Positions (Anticipatory)",2018-RSN-IA-0827-183012,0,RSN,EX01,0,160,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133689,3506,113
1133736,Senior program officer,18-AHS-HSI-EA-QUE-225682,0,AHS,PM04,0,61,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133736,2466,31
1133812,Business Applications Analyst * Amendment to closing date,18-DND-IA-CFHHQ-427816,2,DND,AS03,0,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133812,3506,11
1133821,"Director, Patent Services and Standards",18-DUS-IA-CIPO-EG-312267,1,DUS,EX01,0,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133821,2481,4
1133837,Information Administrator,18-DFO-NCR-EA-HRCS-224211,4,DFO,AS01,1,85,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133837,1307,10
1133837,Information Administrator,18-DFO-NCR-EA-HRCS-224211,4,DFO,AS01,1,85,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133837,3506,19
1133837,Information Administrator,18-DFO-NCR-EA-HRCS-224211,4,DFO,AS01,1,85,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133837,3538,10
1133845,Team Leader of the Intern Officer Development Program,2018-SVC-HQ-IA-313069,1,SVC,PG05,0,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133845,2481,12
1133857,"Director, Economic and Industry Analysis // Director, Farm Economic Analysis Division",18-AGR-NCR-IA-SP-63,2,AGR,EX01,0,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133857,3506,0
1133877,Trainee in Precision Horticulture,18-AGR-RAP-12,1,AGR,,0,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133877,2456,1
1133878,*AMENDED* Various administrative officer positions AS-01 and AS-02,18-DND-EA-OTTWA-428233,12,DND,AS01,0,910,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133878,3506,531
1133878,*AMENDED* Various administrative officer positions AS-01 and AS-02,18-DND-EA-OTTWA-428233,12,DND,AS02,0,910,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133878,3506,505
1133898,Compensation Advisor,2018-SVC-IA-HQ-313075,0,SVC,AS02,1,78,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133898,2481,24
1133898,Compensation Advisor,2018-SVC-IA-HQ-313075,0,SVC,AS02,1,78,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133898,3501,1
1133898,Compensation Advisor,2018-SVC-IA-HQ-313075,0,SVC,AS02,1,78,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133898,3506,35
1133954,Admin/Ops Assistant,18-RCM-EA-P-E-PGEO-ND-73365,1,RCM,CR04,0,60,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1133954,5953,24
1134047,"GIS Programmer Analyst, Application Competency Centre Operational Support",18-DFO-PAC-EA-222219,0,DFO,CS02,1,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134047,1001,6
1134047,"GIS Programmer Analyst, Application Competency Centre Operational Support",18-DFO-PAC-EA-222219,0,DFO,CS02,1,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134047,1209,5
1134047,"GIS Programmer Analyst, Application Competency Centre Operational Support",18-DFO-PAC-EA-222219,0,DFO,CS02,1,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134047,1307,2
1134047,"GIS Programmer Analyst, Application Competency Centre Operational Support",18-DFO-PAC-EA-222219,0,DFO,CS02,1,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134047,2409,0
1134047,"GIS Programmer Analyst, Application Competency Centre Operational Support",18-DFO-PAC-EA-222219,0,DFO,CS02,1,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134047,2423,16
1134047,"GIS Programmer Analyst, Application Competency Centre Operational Support",18-DFO-PAC-EA-222219,0,DFO,CS02,1,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134047,3506,17
1134047,"GIS Programmer Analyst, Application Competency Centre Operational Support",18-DFO-PAC-EA-222219,0,DFO,CS02,1,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134047,3524,1
1134047,"GIS Programmer Analyst, Application Competency Centre Operational Support",18-DFO-PAC-EA-222219,0,DFO,CS02,1,116,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134047,5917,4
1134069,Compensation Coach,2018-SVC-IA-HQ-313079,0,SVC,AS03,1,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134069,2481,8
1134069,Compensation Coach,2018-SVC-IA-HQ-313079,0,SVC,AS03,1,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134069,3501,1
1134069,Compensation Coach,2018-SVC-IA-HQ-313079,0,SVC,AS03,1,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134069,3506,9
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,1207,17
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,1310,18
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,2423,43
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,2454,4
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,2456,9
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,3506,215
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,3523,15
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,3539,23
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4603,5
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4607,10
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4611,60
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4706,38
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4706,38
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4711,24
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4711,24
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4713,0
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4714,4
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4802,10
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4808,2
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,4819,5
1134080,General Administrative Services Clerk - ANTICIPATORY,18-AGR-BCAB-EA-CM-27,0,AGR,CR04,1,815,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134080,5909,15
1134086,Regulatory Development Specialist,18-ENR-EA-0018,1,ENR,EC06,0,86,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134086,4806,44
1134086,Regulatory Development Specialist,18-ENR-EA-0018,1,ENR,NB10,0,86,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134086,4806,53
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,1006,7
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,1209,20
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,1304,0
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,1307,4
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,3520,10
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,3539,5
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,4607,4
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,4812,5
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,5917,34
1134099,Outreach/Return to Work/Casualty Tracking Coordinator (Services Coordinator),18-DND-IA-OTTWA-428263,0,DND,AS04,1,157,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134099,5926,11
1134146,"Director, Classification and Organizational Design",2018-CSD-IA-NHQ-11935,1,CSD,EX01,0,6,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134146,2481,2
1134176,Project Manager,18-CAJ-EA-145,1,CAJ,PM05,0,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134176,3506,7
1134185,Project Manager,18-DUS-NCR-IA-313109,2,DUS,FI03,0,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134185,3506,21
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4611,3
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4704,0
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4711,10
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4715,7
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4715,7
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4805,3
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4806,1
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4808,3
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4811,9
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4811,9
1134225,OMS Specialist,2018-PEN-IA-PRA-135223,0,PEN,AS01,1,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134225,4818,1
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,1005,10
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,1209,14
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,1310,10
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,2423,32
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,2423,32
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,2443,5
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,2459,1
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,2489,0
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,3506,109
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,3514,0
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,3520,23
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,3552,0
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,3557,9
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,4715,2
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,4806,18
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,4811,16
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,4811,16
1134227,IM/IT Support Analyst and IT Developer-Analyst,2017-RSN-EA-CMSS-181760,0,RSN,CS02,1,409,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1134227,5917,5
